# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_420326	Belgium/AKM-030670/2020	Europe / Belgium / Leuven / Winksele	2020-03-06	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_424915	USA/MA_3614/2020	North America / USA / Massachusetts / 	2020-03-06	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_455351	Spain/PV-ISCIII-201388/2020	Europe / Spain / Basque Country / 	2020-02-29	Hospital Txagorritxu	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_430728	Beijing/BJ492/2020	Asia / China / Beijing / 	2020-02-02	Chinese PLA Institute for Disease Control and Prevention	Chinese PLA Institute for Disease Control and Prevention	Peng Li et al
EPI_ISL_430443	Malaysia/IMR_WC085/2020	Asia / Malaysia / Malaysia / 	2020-01-28	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah.J et al
EPI_ISL_454937	Wuhan/HB-WH3-171/2020	Asia / China / Hubei / Wuhan	2020-02-11	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_454975	Wuhan/HB-WH5-232/2020	Asia / China / Hubei / Wuhan	2020-03-01	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_416456	USA/WA-UW39/2020	North America / USA / Washington / 	2020-03-06	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
EPI_ISL_414536	Netherlands/NoordBrabant_27/2020	Europe / Netherlands / North Brabant / 	2020-03-08	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse et al
EPI_ISL_417992	Portugal/PT0007/2020	Europe / Portugal / Portugal / 	2020-03-07	CHULC - H D Estefania	Instituto Nacional de Saude (INSA)	Guiomar et al et al
EPI_ISL_416590	Japan/DP0289/2020	Asia / Japan / Japan / 	2020-02-16	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_449482	Wuhan/WHUH007/2020	Asia / China / Hubei / Wuhan	2020-01-22	unknown	Department of Respiratory and Critical Care	Wang et al
EPI_ISL_454918	Wuhan/HB-WH1-142/2020	Asia / China / Hubei / Wuhan	2020-03-01	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_417922	Italy/LAZ-INMI4/2020	Europe / Italy / Lazio / Rome	2020-02-28	INMI Lazzaro Spallanzani IRCCS	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Cesare E. M. Gruber et al
EPI_ISL_471451	SouthKorea/KCDC2045/2020	Asia / South Korea / South Korea / 	2020-02-20	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_475886	Austria/CeMM0484/2020	Europe / Austria / Austria / 	2020-03-06	Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_420335	Belgium/CD-030679/2020	Europe / Belgium / Liège / Bierset	2020-03-06	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_430117	USA/WA-S263/2020	North America / USA / Washington / King County	2020-03-05	Seattle Flu Study	Seattle Flu Study	Chu et al et al
EPI_ISL_430118	USA/WA-S264/2020	North America / USA / Washington / King County	2020-03-03	Seattle Flu Study	Seattle Flu Study	Chu et al et al
EPI_ISL_428445	Guangdong/20SF1153/2020	Asia / China / Guangdong / Huizhou	2020-01-30	Guangdong Provincial Center for Diseases Control and Prevention;Guangdong Provincial Institute of Public Health	School of Public Health, The University of Hong Kong	Bosheng Li et al
EPI_ISL_414624	France/N1620/2020	Europe / France / Normandie / Rouen	2020-02-26	Centre Hositalier Universitaire de Rouen Laboratoire de Virologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélnie Albert et al
EPI_ISL_424884	USA/PA_2937/2020	North America / USA / Pennsylvania / 	2020-03-08	PA Department of Health, Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_447917	Thailand/Nonthaburi_363/2020	Asia / Thailand / Nonthaburi / 	2020-01-29	n/a	National Institute of Health. Department of medical Sciences, Ministry of Public Health, Thailand	Pilailuk et al
EPI_ISL_493185	Wuhan/0126-C103/2020	Asia / China / Hubei / Wuhan	2020-01-26	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_437604	Thailand/SI206377-NST/2020	Asia / Thailand / Thailand / 	2020-03-01	unknown	Faculty of Medicine	Rodpan et al
EPI_ISL_455399	Wuhan/HB-WHCM-101/2020	Asia / China / Hubei / Wuhan	2020-03-02	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_430279	USA/WA-S241/2020	North America / USA / Washington / King County	2020-03-04	Washington State Department of Health	Seattle Flu Study	Chu et al et al
EPI_ISL_479888	Japan/PG-0180/2020	Asia / Japan / Kanto / 	2020-03-05	Tokyo Metropolitan Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_416401	Shanghai/SH0114/2020	Asia / China / Shanghai / 	2020-02-02	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_524479	Switzerland/ZH-UZH-1000478554/2020	Europe / Switzerland / Zürich / 	2020-03-03	Klinik Hirslanden Zürich	Institute of Medical Virology, University of Zurich	Stefan Schmutz et al
EPI_ISL_479997	Japan/PG-0322/2020	Asia / Japan / Hokurikushinsyu / 	2020-02-24	Nagano Environmental Conservation Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_454437	Sweden/20-08042/2020	Europe / Sweden / Halland / 	2020-03-08	Halmstad klinisk mikrobiologi	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_418219	France/B1623/2020	Europe / France / Bretagne / Brest	2020-02-26	CHU - Hôpital Cavale Blanche - Labo. de Virologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert et al
EPI_ISL_417099	USA/WA-S46/2020	North America / USA / Washington / 	2020-02-29	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_449487	Wuhan/WHUH021/2020	Asia / China / Hubei / Wuhan	2020-01-22	unknown	Department of Respiratory and Critical Care	Wang et al
EPI_ISL_420788	USA/GA_1445/2020	North America / USA / Georgia / 	2020-03-04	GA Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
EPI_ISL_479919	Japan/PG-0219/2020	Asia / Japan / Kanto / 	2020-03-08	Niigata City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_539497	Spain/AN-ISCIII-201273/2020	Europe / Spain / Andalusia / 	2020-02-28	Hospital Virgen de las Nieves	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_429151	Sweden/20-50176/2020	Europe / Sweden / Varmland / 	2020-03-08	Klinisk mikrobiologi Orebro	The Public Health Agency of Sweden	Martin Sundqvist et al
EPI_ISL_480046	Japan/PG-0376/2020	Asia / Japan / Chubu / 	2020-02-22	Nagoya City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_493168	Wuhan/0126-C7/2020	Asia / China / Hubei / Wuhan	2020-01-26	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_417170	USA/WA-S117/2020	North America / USA / Washington / 	2020-03-02	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_420337	Belgium/PAN-030681/2020	Europe / Belgium / Verviers / Herve	2020-03-05	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_414549	Netherlands/NoordHolland_2/2020	Europe / Netherlands / North Holland / 	2020-03-03	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse et al
EPI_ISL_451320	Sichuan/SC-MY-054/2020	Asia / China / Sichuan / 	2020-01-27	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_406798	Wuhan/WH01/2019	Asia / China / Hubei / Wuhan	2019-12-26	General Hospital of Central Theater Command of People's Liberation Army of China	BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China	Weijun Chen et al
EPI_ISL_482576	Hangzhou/HZCDC6224/2020	Asia / China / Zhejiang / Hangzhou	2020-03-06	Hangzhou Center for Diseases Control and Prevention	Hangzhou Center for Diseases Control and Prevention	Jun Li et al
EPI_ISL_455848	Sweden/20-50056/2020	Europe / Sweden / Stockholm / 	2020-03-02	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_417999	Portugal/PT0014/2020	Europe / Portugal / Portugal / 	2020-03-07	Centro Hospital do Porto, E.P.E. - H. Geral de Santo Antonio	Instituto Nacional de Saude (INSA)	Guiomar et al et al
EPI_ISL_430847	Sweden/20-04631/2020	Europe / Sweden / Stockholm / 	2020-02-27	HS mikrobiologi virus	The Public Health Agency of Sweden	Zhibing Yun et al
EPI_ISL_454459	Sweden/20-08085/2020	Europe / Sweden / Stockholm / 	2020-03-05	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_479805	Japan/PG-0038/2020	Asia / Japan / Kanto / 	2020-03-04	Saitama Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_417115	USA/WA-S62/2020	North America / USA / Washington / Snohomish County	2020-03-03	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_500105	England/LIVE-A50C1/2020	Europe / United Kingdom / England / 	2020-03-02	Liverpool Clinical Laboratories	COVID-19 Genomics UK (COG-UK) Consortium	Sam Haldenby et al
EPI_ISL_438016	Austria/CeMM0171/2020	Europe / Austria / Vienna / 	2020-03-07	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_429357	Denmark/ALAB-SSI132/2020	Europe / Denmark / Denmark / 	2020-03-08	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark, Artillerivej 5, 2300 Copenahgen S	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Rasmus Kirkegaard et al
EPI_ISL_452360	Beijing/DT-WH01/2020	Asia / China / Beijing / 	2020-02-01	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Siyuan Yang et al
EPI_ISL_451353	Sichuan/SC-PHCC1-032/2020	Asia / China / Sichuan / 	2020-01-27	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_413603	Finland/FIN03032020B/2020	Europe / Finland / Helsinki / 	2020-03-03	Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al
EPI_ISL_489992	Malaysia/IMR-WC9205/2020	Asia / Malaysia / Selangor / 	2020-03-04	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
EPI_ISL_468726	Shanghai/CH-03/2020	Asia / China / Shanghai / 	2020-01-23	unknown	Department of Microbiology	Peng et al
EPI_ISL_451365	Sichuan/SC-PHCC2-045/2020	Asia / China / Sichuan / 	2020-01-26	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_416586	Japan/DP0274/2020	Asia / Japan / Japan / 	2020-02-16	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_480031	Japan/PG-0361/2020	Asia / Japan / Kanto / 	2020-02-19	Tochigi Prefectural Institute of Public Health and Environmental Science	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_420889	Japan/Hu_DP_Kng_19-031/2020	Asia / Japan / Japan / 	2020-02-14	Takayuki Hishiki Kanagawa Prefectural Institute of Public Health	Takayuki Hishiki Kanagawa Prefectural Institute of Public Health	Hishiki et al
EPI_ISL_455340	Spain/RI-ISCIII-201568/2020	Europe / Spain / La Rioja / 	2020-03-05	Hospital San Pedro	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_424908	USA/MA_8932/2020	North America / USA / Massachusetts / 	2020-03-05	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_516630	Germany/BE-ChVir-D666-2/2020	Europe / Germany / Berlin / 	2020-03-07	Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin	Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin	Victor M Corman et al
EPI_ISL_455461	Yichun/JX2391/2020	Asia / China / Jiangxi / Yichun	2020-02-06	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li et al
EPI_ISL_455367	Wuhan/HB-WH1-139/2020	Asia / China / Hubei / Wuhan	2020-02-23	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_418993	Singapore/20/2020	Asia / Singapore / Singapore / Singapore	2020-01-29	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
EPI_ISL_426179	India/UN-c31/2020	Asia / India / India / 	2020-03-02	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav et al
EPI_ISL_420787	USA/GA_1299/2020	North America / USA / Georgia / 	2020-03-03	GA Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
EPI_ISL_424894	USA/VA_6389/2020	North America / USA / Virginia / 	2020-03-08	VA-Division of Consolidated Laboratory Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_434567	HongKong/HKU-907a/2020	Asia / Hong Kong / Hong Kong / 	2020-01-27	unknown	Microbiology, The University of Hong Kong	To et al
EPI_ISL_471442	SouthKorea/KCDC2026/2020	Asia / South Korea / South Korea / 	2020-02-19	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_454884	Sweden/20-50144/2020	Europe / Sweden / Stockholm / 	2020-03-04	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_455907	Sweden/20-50266/2020	Europe / Sweden / Uppsala / 	2020-03-06	Klinisk mikrobiologi, UAS	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_455363	Wuhan/HB-WH1-123/2020	Asia / China / Hubei / Wuhan	2020-03-02	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_420446	Belgium/DAL-030650/2020	Europe / Belgium / Tielt / Oostrozebeke	2020-03-06	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_421246	Nanchang/JXN3T4/2020	Asia / China / Jiangxi / Nanchang	2020-02-26	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li et al
EPI_ISL_482577	Hangzhou/HZCDC6228/2020	Asia / China / Zhejiang / Hangzhou	2020-03-07	Hangzhou Center for Diseases Control and Prevention	Hangzhou Center for Diseases Control and Prevention	Jun Li et al
EPI_ISL_489993	Malaysia/IMR-WC9174/2020	Asia / Malaysia / Selangor / 	2020-03-04	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
EPI_ISL_424916	USA/MA_3616/2020	North America / USA / Massachusetts / 	2020-03-06	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_428676	Spain/MD-H12-LP19-4952/2020	Europe / Spain / Madrid / 	2020-03-07	Hospital Universitario La Paz	Hospital Universitario 12 de Octubre	Elias Dahdouh et al
EPI_ISL_464549	England/20109028804/2020	Europe / United Kingdom / England / 	2020-03-06	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_414527	HongKong/VM20002493-2/2020	Asia / Hong Kong / Hong Kong / Hong Kong	2020-02-09	Hong Kong Department of Health	School of Public Health, The University of Hong Kong	Dominic N.C. Tsang et al
EPI_ISL_413555	Wales/PHW1/2020	Europe / United Kingdom / Wales / 	2020-02-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore et al
EPI_ISL_455595	Australia/VPRL002/2020	Oceania / Australia / South Australia / 	2020-03-06	SA Pathology	VPRL	Beard et al
EPI_ISL_455406	Wuhan/HB-WHCM-118/2020	Asia / China / Hubei / Wuhan	2020-03-02	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_434566	HongKong/HKU-903b/2020	Asia / Hong Kong / Hong Kong / 	2020-01-27	unknown	Microbiology, The University of Hong Kong	To et al
EPI_ISL_479808	Japan/PG-0041/2020	Asia / Japan / Kanto / 	2020-03-06	Saitama Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_418824	Canada/BC_4078583/2020	North America / Canada / British Columbia / 	2020-03-03	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Harrigan et al
EPI_ISL_490003	SaudiArabia/562/2020	Asia / Saudi Arabia / Saudi Arabia / 	2020-02-16	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
EPI_ISL_413022	Switzerland/ZH-UZH-1000477796/2020	Europe / Switzerland / Zürich / 	2020-02-29	Division of Infectious Diseases, University Hospital Zurich	Institute of Medical Virology, University of Zurich	Stefan Schmutz et al
EPI_ISL_451359	Sichuan/SC-PHCC2-039/2020	Asia / China / Sichuan / 	2020-01-27	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_529217	Wuhan/IME-WH05/2020	Asia / China / Hubei / Wuhan	2019-12-30	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	Fan et al
EPI_ISL_416394	Shanghai/SH0102/2020	Asia / China / Shanghai / 	2020-02-14	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_506949	SouthKorea/KCDC2155/2020	Asia / South Korea / South Korea / 	2020-02-27	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_454475	Sweden/20-08104/2020	Europe / Sweden / Stockholm / 	2020-03-06	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_414505	Germany/NW-HHU-06/2020	Europe / Germany / North Rhine Westphalia / Heinsberg District	2020-02-27	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams et al
EPI_ISL_416619	Japan/DP0703/2020	Asia / Japan / Japan / 	2020-02-17	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_417097	USA/WA-S44/2020	North America / USA / Washington / 	2020-02-28	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_435139	UnitedArabEmirates/L6627/2020	Asia / United Arab Emirates / United Arab Emirates / 	2020-02-25	Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al
EPI_ISL_438012	Austria/CeMM0167/2020	Europe / Austria / Vienna / 	2020-03-06	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_490007	SaudiArabia/610/2020	Asia / Saudi Arabia / Saudi Arabia / 	2020-02-20	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
EPI_ISL_416332	Shanghai/SH0023/2020	Asia / China / Shanghai / 	2020-01-30	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_527916	Switzerland/BS-UHB-42167340/2020	Europe / Switzerland / Basel-Stadt / 	2020-02-26	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Madlen Stange et al
EPI_ISL_500112	England/LIVE-A5207/2020	Europe / United Kingdom / England / 	2020-03-05	Liverpool Clinical Laboratories	COVID-19 Genomics UK (COG-UK) Consortium	Sam Haldenby et al
EPI_ISL_455851	Sweden/20-50095/2020	Europe / Sweden / Stockholm / 	2020-03-04	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_454875	Sweden/20-50093/2020	Europe / Sweden / Stockholm / 	2020-03-04	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_424861	USA/GA_2118/2020	North America / USA / Georgia / 	2020-03-08	GA Department of Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_417188	HongKong/HKPU30_2901/2020	Asia / Hong Kong / Hong Kong / Hong Kong	2020-02-08	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG et al
EPI_ISL_415661	Chile/Santiago_op4d1/2020	South America / Chile / Santiago / 	2020-03-08	Laboratory of Molecular Virology, Pontificia Universidad Católica de Chile	MSHS Pathogen Surveillance Program	Rafael A. Medina et al
EPI_ISL_479804	Japan/PG-0036/2020	Asia / Japan / Kanto / 	2020-02-29	Sagamihara City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_479913	Japan/PG-0213/2020	Asia / Japan / Kanto / 	2020-02-28	Niigata City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_437614	Thailand/SI202769-NT/2020	Asia / Thailand / Thailand / 	2020-02-25	unknown	Faculty of Medicine	Rodpan et al
EPI_ISL_455875	Sweden/20-50218/2020	Europe / Sweden / Stockholm / 	2020-03-06	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_416405	Shanghai/SH0121/2020	Asia / China / Shanghai / 	2020-02-02	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_454885	Sweden/20-50147/2020	Europe / Sweden / Stockholm / 	2020-03-04	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_455350	Spain/PV-ISCIII-201385/2020	Europe / Spain / Basque Country / 	2020-02-29	Hospital Txagorritxu	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_426032	USA/NY-Wadsworth-10707-01/2020	North America / USA / New York / 	2020-03-04	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al
EPI_ISL_418818	Canada/BC_1318414/2020	North America / Canada / British Columbia / 	2020-03-06	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Harrigan et al
EPI_ISL_412975	Australia/NSW05/2020	Oceania / Australia / New South Wales / Sydney	2020-02-28	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al
EPI_ISL_479837	Japan/PG-0091/2020	Asia / Japan / Hokkaido / 	2020-03-06	Sapporo City Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_460089	Italy/LOM-INMI-9491/2020	Europe / Italy / Lombardy / 	2020-02-26	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Antonino Di Caro et al
EPI_ISL_493150	Wuhan/0125-A142/2020	Asia / China / Hubei / Wuhan	2020-01-25	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_415703	Switzerland/TI-HUG-2045/2020	Europe / Switzerland / Ticino / 	2020-03-01	University Hospitals of Geneva Laboratory of Virology	University Hospitals of Geneva Laboratory of Virology	Laubscher F. et al
